x, y
0.05695687550854353, 0
0.21155410903173313, 0.15151515151515227
0.3010577705451587, 0.15151515151515227
0.39056143205858423, 0.15151515151515227
0.5044751830756713, 0.15151515151515227
0.6265256305939789, 0.9090909090909101
0.6916192026037429, 1.6666666666666679
0.7648494711147275, 1.9696969696969706
0.8136696501220505, 2.878787878787879
0.8624898291293736, 3.4848484848484844
0.9275834011391375, 4.090909090909092
1.0252237591537836, 3.9393939393939394
1.0252237591537836, 3.9393939393939394
1.0740439381611067, 3.1818181818181817
1.1228641171684297, 2.121212121212121
1.1472742066720911, 0.7575757575757578
1.1798209926769732, -0.30303030303030276
1.1960943856794142, -1.666666666666666
1.2123677786818552, -3.1818181818181817
1.2449145646867372, -4.393939393939394
1.2774613506916193, -5.757575757575758
1.3100081366965013, -6.96969696969697
1.3506916192026037, -8.030303030303031
1.3995117982099268, -9.242424242424242
1.4646053702196908, -9.393939393939394
1.5134255492270139, -8.333333333333334
1.545972335231896, -7.2727272727272725
1.562245728234337, -5.757575757575758
1.578519121236778, -4.545454545454545
1.61106590724166, -3.4848484848484844
1.627339300244101, -2.424242424242424
1.6680227827502034, -0.7575757575757578
1.676159479251424, 0.45454545454545503
1.7168429617575265, 1.8181818181818183
1.7575264442636291, 3.6363636363636367
1.7982099267697316, 4.696969696969697
1.8470301057770546, 5.606060606060607
1.920260374288039, 4.696969696969697
1.9446704637917007, 3.333333333333334
1.9690805532953621, 2.121212121212121
2.0016273393002444, 0.6060606060606055
2.026037428803906, -0.30303030303030276
2.050447518307567, -1.212121212121211
2.0829943043124493, -2.2727272727272725
2.1155410903173313, -3.1818181818181817
2.164361269324654, -3.1818181818181817
2.2131814483319774, -2.2727272727272725
2.2457282343368594, -1.212121212121211
2.286411716842962, -0.30303030303030276
2.302685109845403, 0.7575757575757578
2.3596419853539463, 1.8181818181818183
2.449145646867372, 1.9696969696969706
2.546786004882018, 1.0606060606060606
2.595606183889341, 0.45454545454545503
2.6525630593978846, -0.1515151515151505
2.7176566314076487, 0
2.774613506916192, -0.6060606060606055
2.839707078925956, -0.45454545454545503
2.8966639544344996, -0.1515151515151505
2.9698942229454843, 0.45454545454545503
3.0349877949552484, 0.9090909090909101
3.1163547599674533, 1.3636363636363633
3.1651749389747765, 0.7575757575757578
3.22213181448332, -0.45454545454545503
3.287225386493084, -1.0606060606060606
3.336045565500407, -0.6060606060606055
3.3604556550040687, 0.15151515151515227
3.4255492270138324, 1.0606060606060606
3.5069161920260377, 1.0606060606060606
3.5557363710333605, -0.30303030303030276
3.6045565500406838, -1.0606060606060606
3.661513425549227, -1.212121212121211
3.70219690805533, -0.7575757575757578
3.7266069975589913, 0.45454545454545503
3.7835638730675347, 0.9090909090909101
3.848657445077299, 0.7575757575757578
3.897477624084622, 0.15151515151515227
3.9625711960943857, -0.6060606060606055
4.0113913751017085, -0.1515151515151505
4.052074857607812, 0.7575757575757578
4.109031733116355, 0.9090909090909101
4.19853539462978, 0.45454545454545503
4.255492270138324, -0.45454545454545503
4.304312449145647, -0.30303030303030276
4.35313262815297, 0.6060606060606055
4.458909682668836, 0.6060606060606055
4.540276647681042, 0.15151515151515227
4.629780309194468, 0.15151515151515227
4.776240846216436, 0.15151515151515227
4.857607811228641, -0.1515151515151505
4.955248169243287, 0.15151515151515227
5.061025223759154, 0
5.174938974776241, 0.15151515151515227
5.2318958502847845, 0.45454545454545503
5.353946297803092, 0.15151515151515227
5.459723352318959, 0.45454545454545503
5.622457282343369, 0.6060606060606055
5.752644426362897, 0.6060606060606055
5.8991049633848665, 0.9090909090909101
6.037428803905614, 0.9090909090909101
6.354759967453214, 1.0606060606060606
6.61513425549227, 0.45454545454545503
6.859235150528885, -0.1515151515151505
7.078925956061839, -0.9090909090909083
7.274206672091132, -1.5151515151515156
7.396257119609439, -1.666666666666666
7.502034174125305, -1.666666666666666
7.591537835638731, -1.212121212121211
7.681041497152156, -0.7575757575757578
7.7868185516680235, -0.1515151515151505
7.860048820179007, 0.45454545454545503
7.941415785191213, 0.9090909090909101
8.07973962571196, 0.9090909090909101
8.201790073230269, 0.9090909090909101
8.340113913751017, 0.15151515151515227
8.454027664768105, -0.7575757575757578
8.576078112286412, -1.666666666666666
8.71440195280716, -2.121212121212121
8.812042310821807, -1.8181818181818183
8.934092758340114, -1.3636363636363633
9.02359641985354, -0.6060606060606055
9.121236777868186, 0.30303030303030276
9.218877135882831, 1.2121212121212128
9.324654190398698, 2.424242424242424
9.438567941415785, 3.030303030303031
9.536208299430431, 2.7272727272727284
9.65825874694874, 1.8181818181818183
9.739625711960944, 0.6060606060606055
9.804719283970709, -0.7575757575757578
9.861676159479252, -1.8181818181818183
9.934906427990237, -2.878787878787879
