x, y
0.34444444444444444, 0.2862559241706161
0.3580246913580247, 0.2843601895734597
0.3765432098765432, 0.2786729857819905
0.3901234567901235, 0.27109004739336495
0.39876543209876547, 0.27109004739336495
0.41481481481481486, 0.26540284360189575
0.4320987654320988, 0.2616113744075829
0.4395061728395062, 0.25213270142180094
0.45061728395061734, 0.2502369668246446
0.462962962962963, 0.24644549763033177
0.47407407407407415, 0.24075829383886257
0.4814814814814815, 0.21990521327014217
0.4814814814814815, 0.21990521327014217
0.4864197530864198, 0.2123222748815166
0.4876543209876544, 0.1933649289099526
0.4950617283950618, 0.18388625592417063
0.5037037037037038, 0.17630331753554504
