x, y
0.3276859504132231, 0.2862559241706161
0.34008264462809923, 0.2862559241706161
0.36363636363636365, 0.28815165876777254
0.3834710743801653, 0.28815165876777254
0.40082644628099173, 0.28815165876777254
0.40950413223140497, 0.28815165876777254
0.4305785123966942, 0.2900473933649289
0.44421487603305787, 0.2900473933649289
0.4466942148760331, 0.2786729857819905
0.4466942148760331, 0.26540284360189575
0.4491735537190083, 0.2502369668246446
0.4491735537190083, 0.2274881516587678
0.4491735537190083, 0.2274881516587678
0.4504132231404959, 0.2123222748815166
